vlm_class,vlm_params,dataset,R@1 (of 82),R@5 (of 82),R@10 (of 82),R@20 (of 82),R@50 (of 82),Mean R,Med R,Ranked Text Indices,Vid-Text Choice Ranks,Correct Vid-Text Pair Ranks,Vid-Text Pairs (Easy->Hard)
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 3, 'sample_strat': 'start'}",500p.text_overflow_1_1,3,7,10,25,54,38.01219512195122,36.5,"[[67 58 57 ... 53 50 55]
 [67 58 57 ... 53 32 55]
 [58 67 57 ... 50 53 55]
 ...
 [58 67 57 ... 53 54 55]
 [67 58 57 ... 50 54 55]
 [67 58 57 ... 53 54 55]]","[[14 10 29 ... 30 46 38]
 [14 11 24 ... 32 48 41]
 [14 10 22 ... 39 52 45]
 ...
 [14  8 20 ... 22 40 31]
 [12  5 14 ... 34 51 37]
 [11  9 24 ... 16 30 22]]","[14 11 22 44 23 36 55 55 75 53 26 23 36 49 15 13 57 68 56 46 73 68 48 16
 38 42 35 26 54 57 50 23 40 11 12 24 27 47 14 35 57 22 34 65 63 75 76 73
 79 80 72 57 57 77 69 79  7  1  0 15 16  0  7  0 55 48 41  2  4 15 17 18
 40 16 18  7  3 25 33 22 51 22]","[58 61 63 57 67 76 68 62 56 75 33  1 34 15 38  0 14 59 69 73 60 23 70 71
 74 79 41 81  2 31  4 11 35 77 27 10 36 78 42 39 26  5 12 24 32 72 66 25
  3 19 37 22 65 13 30 80  9 28  7  6 64 18 40 29 52 51 16 44 43 17 21 54
 50 47 20  8 45 46 53 48 55 49]"
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 3, 'sample_strat': 'spread'}",500p.text_overflow_1_1,1,6,12,23,55,38.19512195121951,36.0,"[[58 67 57 ... 32 50 55]
 [67 58 57 ... 53 50 55]
 [67 58 40 ... 50 32 55]
 ...
 [58 67 57 ... 53 54 55]
 [67 58 57 ... 49 54 55]
 [67 58 57 ... 53 54 55]]","[[15 14 29 ... 38 55 48]
 [14 10 24 ... 18 38 27]
 [15 13 34 ... 53 61 57]
 ...
 [16  8 19 ... 21 40 32]
 [11  5 14 ... 35 46 34]
 [10  6 23 ... 17 37 27]]","[15 10 34 39 31 26 55 57 73 52 30 20 37 44 14 16 59 66 55 48 69 64 47 17
 30 39 35 32 65 58 59 22 46  9 10 36 43 50 13 29 57 20 33 60 66 73 77 73
 79 80 71 57 70 76 67 78  7  2  0  6 11  1  6  1 36 49 35  1  4 15 18 27
 37 30 14  7  8 23 27 21 46 27]","[58 63 67 61 57 68 62 59 56 75 76 33 34  1 60 38 74 14 69  0 15 23 70 41
 11 79 31 77  5 71 78 81 39 73 10 24  4 27 42  2 26 66 64 35 72 12  3 25
 36 13 32 80 22 19 65 37  9  6 18 51  7 40 29 30 16 43 21 28 44 17 54 20
 52 50 45  8 47 53 46 55 48 49]"
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 4, 'sample_strat': 'center'}",500p.text_overflow_1_1,2,4,12,24,55,38.14634146341464,34.0,"[[67 58 57 ... 32 50 55]
 [58 67 57 ... 53 50 55]
 [67 58 38 ... 32 50 55]
 ...
 [58 67 57 ... 49 54 55]
 [58 67 57 ... 50 49 55]
 [67 58 57 ... 53 54 55]]","[[15 17 34 ... 38 50 44]
 [15  9 22 ... 21 40 35]
 [14 13 29 ... 49 56 50]
 ...
 [ 9  4 10 ... 20 31 21]
 [ 9  4 13 ... 39 46 34]
 [10  7 26 ... 18 30 22]]","[15  9 29 30 34 36 51 58 72 50 27 19 38 37 13 12 67 71 55 47 71 60 48 15
 30 49 35 31 65 69 60 23 44 12 10 42 47 50 12 29 61 27 32 65 69 71 76 73
 77 78 70 57 71 77 68 78  9  6  2  6  9  2  9  0 39 44 23  0  9 12 22 16
 25 23 11  6 18 20 25 20 46 22]","[63 67 58 61 57 75 59  1 56 60 68 62 34 74 38 33 69 15 14 23  0 71 76 11
 77 79 70 81 66 31 73 72 78 10 41  2 39 24  3 27 42  4 26  5 13 12 64 35
 65 32 80 19 36 22 25  9 37  6 18 51  7 21 30 40 28 43 16 54 29 44 50 45
 17 52 20  8 47 46 53 48 55 49]"
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 4, 'sample_strat': 'start'}",500p.text_overflow_1_1,2,7,11,25,53,37.79268292682927,36.0,"[[67 58 57 ... 53 50 55]
 [58 67 57 ... 53 32 55]
 [58 67 57 ... 50 53 55]
 ...
 [67 58 57 ... 53 54 55]
 [67 58 57 ... 49 50 55]
 [67 58 57 ... 53 54 55]]","[[16 14 31 ... 32 47 40]
 [14 11 22 ... 31 47 40]
 [13 10 25 ... 42 52 47]
 ...
 [15  8 19 ... 21 39 31]
 [12  5 14 ... 37 50 36]
 [ 9  7 23 ... 14 28 20]]","[16 11 25 42 25 40 55 59 74 47 24 22 37 51 15 13 60 71 56 45 71 65 50 17
 35 42 35 27 61 61 52 23 38 10 11 25 25 48 11 32 57 25 34 65 67 74 76 73
 79 80 71 57 65 77 70 80  7  1  0  6 12  1  7  0 47 50 38  2  4 12 15 14
 39 13 18  7  3 22 31 21 50 20]","[58 63 57 61 67 76 68 59 62 56 75 33  1 38 34 60 69 15 73 71 70 14  0 23
 74 81 79 11 77 31 10  4  2 35 36 41 27 78 39 42 26 24 12 32 66 72  5  3
 25 19 64  9 37 80 22 65 13 30  6 18 40 51  7 16 28 29 21 52 43 44 54 17
 20 50 47 45  8 46 53 48 55 49]"
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 4, 'sample_strat': 'spread'}",500p.text_overflow_1_1,2,5,12,24,53,37.91463414634146,35.0,"[[67 58 57 ... 32 50 55]
 [58 67 57 ... 50 53 55]
 [67 58 57 ... 50 32 55]
 ...
 [58 67 57 ... 53 54 55]
 [67 58 57 ... 49 54 55]
 [67 58 57 ... 53 54 55]]","[[17 15 35 ... 41 55 48]
 [15  8 19 ... 17 35 29]
 [13 11 26 ... 47 56 49]
 ...
 [16  8 19 ... 22 40 32]
 [11  6 14 ... 26 36 25]
 [ 9  5 22 ... 13 37 29]]","[17  8 26 36 30 27 53 59 72 43 27 22 34 44 14 10 58 72 52 45 73 67 51 17
 33 53 35 34 55 59 56 21 44 12 10 30 44 54 13 30 57 27 29 55 66 73 77 73
 78 80 70 57 64 77 69 76  9  2  0  9  9  1  7  0 50 34 29  1  8 15 16 26
 38 25 16  7 16 19 35 22 36 29]","[58 63 61 67 57 75 62 68  1 56 59 60 15 34 33 38 14 69 70 74 76 23  0 77
 31 11 79 73  2 71  5 41 10 66 42 81 39  4 35 24 12 65 27 26 78  3 80 72
  9 13 36 32 19 64 22 18  6 25 37 28 43 30 51 40 16  7 29 52 44 21 54 50
 17  8 20 47 45 55 46 53 48 49]"
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 5, 'sample_strat': 'center'}",500p.text_overflow_1_1,1,5,13,26,54,37.86585365853659,35.0,"[[67 58 57 ... 32 50 55]
 [58 67 57 ... 53 50 55]
 [58 67 38 ... 50 32 55]
 ...
 [67 58 57 ... 49 54 55]
 [67 58 57 ... 49 54 55]
 [67 58 57 ... 53 54 55]]","[[15 14 32 ... 33 51 43]
 [16  9 20 ... 15 30 25]
 [13 11 29 ... 47 52 49]
 ...
 [12  4 11 ... 21 31 23]
 [10  5 14 ... 35 40 28]
 [ 8  5 19 ... 10 31 24]]","[15  9 29 30 36 45 54 59 71 43 29 18 44 35 16 10 69 74 55 46 69 62 53 16
 34 49 35 31 59 70 60 22 38 10  9 34 40 56 14 27 61 27 30 58 69 73 76 73
 77 79 68 57 66 77 67 79 12  3  1  7  9  1  7  0 40 51 12  1  7 13 22 19
 25 24 10  7  8 15 32 21 40 24]","[63 58 67 61 57 75 62 59 68 76 34  1 60 74 33 15 56 66 69 38  0 77 23 14
 11 71 79 70 31 73 81 72 39 41 10  2 42  3 27 78 35 24 13 26  4 32 64 36
 80  9 12  5 19 25 65 22  6 18 37 51 43  7 28 30 40 21 52 54 50 44 20 16
 29  8 47 45 17 46 48 53 55 49]"
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 5, 'sample_strat': 'start'}",500p.text_overflow_1_1,2,6,12,24,55,37.89024390243903,34.0,"[[67 58 57 ... 53 50 55]
 [58 67 57 ... 50 53 55]
 [58 67 38 ... 50 53 55]
 ...
 [67 58 57 ... 53 54 55]
 [67 58 57 ... 49 50 55]
 [67 58 57 ... 53 54 55]]","[[16 12 29 ... 30 46 40]
 [13  8 21 ... 22 44 36]
 [12 11 25 ... 42 52 46]
 ...
 [14  6 19 ... 21 37 28]
 [12  5 17 ... 38 48 37]
 [10  7 25 ... 20 41 31]]","[16  8 25 43 25 40 55 58 72 48 24 20 37 50 17 13 62 73 58 44 72 65 49 17
 35 43 35 27 66 62 57 23 39 10 11 27 27 52 12 29 57 27 31 64 67 75 76 73
 80 80 70 57 67 77 68 79  8  1  0  5 11  2  7  0 47 46 25  2  4 12 15 13
 37 20 15  7  7 21 26 21 48 31]","[63 58 57 61 67 68 59 76 75 62  1 56 33 34 60 38 69 71 15 74 70  0 14 23
 73 11 77 79 31 10  2  4 66 78 27 35 36 41 39 42 81 24 26 12 72 32  5  3
 25 19 65 64  9 80 22 13 37  6 40 30 51  7 18 16 29 43 21 28 52 44 54 50
 20  8 17 47 45 46 53 55 48 49]"
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 5, 'sample_strat': 'spread'}",500p.text_overflow_1_1,2,5,11,23,55,38.21951219512195,34.5,"[[67 58 57 ... 32 50 55]
 [58 67 57 ... 50 53 55]
 [67 58 38 ... 50 53 55]
 ...
 [67 58 57 ... 53 54 55]
 [67 58 57 ... 49 54 55]
 [67 58 57 ... 53 54 55]]","[[15 13 31 ... 35 50 47]
 [15 10 19 ... 18 38 33]
 [14 11 28 ... 42 52 50]
 ...
 [14  6 19 ... 24 38 30]
 [13  6 17 ... 33 38 26]
 [ 9  6 24 ... 15 33 28]]","[15 10 28 39 27 41 52 57 72 46 27 23 33 47 15 13 61 72 56 46 71 67 48 14
 34 51 35 38 66 61 58 22 39 11  8 31 40 51 12 29 57 29 30 63 68 74 76 73
 77 79 70 57 73 77 66 79  8  2  0  9  9  1  7  0 47 33 24  1  5 11 20 29
 34 27 15 15 11 21 19 24 38 28]","[63 58 67 61 57 68 62 34 56 60 59  1 76 69 33 38 15 23  0 14 74 75 78 70
 77 31 11 79 66 10 73  4 81  2 71 39 41 42 35 65 12 24 72 26 80 27  3 32
 36  5 19  9 13 64 22 25 37  6 18  7 40 51 30 29 16 43 54 28 21 44 50 20
  8 17 47 52 45 46 53 48 49 55]"
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 6, 'sample_strat': 'center'}",500p.text_overflow_1_1,3,5,12,26,55,37.80487804878049,32.0,"[[67 58 57 ... 53 50 55]
 [58 67 57 ... 50 53 55]
 [67 58 38 ... 50 32 55]
 ...
 [67 58 57 ... 49 54 55]
 [67 58 57 ... 49 54 55]
 [67 58 57 ... 53 54 55]]","[[16 13 34 ... 35 49 45]
 [15 11 20 ... 18 36 33]
 [14 11 29 ... 47 53 48]
 ...
 [13  5 12 ... 21 30 23]
 [10  5 14 ... 34 39 25]
 [ 8  5 19 ... 10 31 24]]","[16 11 29 30 36 42 57 60 72 43 27 19 37 44 15 12 68 74 55 49 72 63 50 15
 31 50 35 31 63 69 58 23 40  8  7 32 41 48 11 28 61 30 31 58 69 74 76 73
 77 78 68 57 74 77 68 78  8  3  0  7 10  2 13  0 43 31 21  0  6  7 21 18
 30 19 11  7 15 19 23 21 39 24]","[63 58 67 61 57 68 34 75 59 69 56 33 60  1 38 74 15 62 76 14 23  0 71 11
 73 77 70 79 66 78 31 81 10 39  2  3 72 41 27 42 65 24 35 26  4 12 80 32
 36  5 64  9 13 37 19 25 22 18 51  6 30 43  7 40 28 21 54 16 50 29 44  8
 20 47 52 17 45 46 53 48 49 55]"
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 6, 'sample_strat': 'start'}",500p.text_overflow_1_1,2,5,11,25,54,37.9390243902439,34.5,"[[67 58 57 ... 53 50 55]
 [58 67 57 ... 50 53 55]
 [58 67 38 ... 32 53 55]
 ...
 [58 67 57 ... 53 54 55]
 [67 58 57 ... 54 50 55]
 [67 58 57 ... 53 54 55]]","[[16 14 32 ... 33 48 42]
 [14  8 20 ... 21 41 36]
 [14 11 27 ... 43 52 48]
 ...
 [14  6 18 ... 22 37 28]
 [11  5 17 ... 38 43 34]
 [10  7 25 ... 20 41 31]]","[16  8 27 41 29 37 55 58 71 45 23 20 37 50 16 13 66 75 57 45 72 65 50 16
 33 44 35 27 62 62 57 22 39 10 10 28 33 50 12 30 57 30 33 64 67 76 76 73
 80 79 70 57 69 77 67 77  8  1  0  6 10  2  9  0 45 39 23  2  5 12 15 13
 36 21 15  7 15 17 34 22 43 31]","[58 63 57 67 61 68 59 75  1 56 62 34 33 60 69 38 15 71 76 70 74 23 14  0
 77 11 73 31 79 66 10 27  2 35  4 41 39 81 36 42 24 78 26 72  5 12 32 65
  3 80 25 19  9 64 13 22 37  6 30 18 51 40  7 28 29 43 21 16 44 54 52 50
  8 20 47 17 46 45 55 53 49 48]"
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 6, 'sample_strat': 'spread'}",500p.text_overflow_1_1,2,6,11,23,57,38.18292682926829,35.5,"[[67 58 57 ... 50 32 55]
 [67 58 57 ... 32 53 55]
 [67 58 38 ... 50 32 55]
 ...
 [58 67 57 ... 53 54 55]
 [67 58 57 ... 16 54 55]
 [67 58 57 ... 53 54 55]]","[[16 13 34 ... 43 56 47]
 [15 11 19 ... 20 43 37]
 [15 13 32 ... 50 57 52]
 ...
 [14  6 18 ... 25 39 28]
 [12  7 18 ... 27 36 24]
 [ 9  6 24 ... 15 33 28]]","[16 11 32 40 30 32 55 59 71 42 25 22 36 44 15 14 66 72 53 46 71 68 49 17
 32 48 35 36 62 60 57 22 39 10  8 37 42 47 11 28 57 30 34 62 68 75 76 73
 78 79 70 57 74 77 64 76  8  2  0  7  9  1  9  0 40 34 28  1  4 13 17 24
 38 23 15 12 15 20 30 25 36 28]","[58 63 61 67 57 68 59 34 56 60 62 33 38  1 75 69 15 76 14 74  0 23 70 77
 11 31 73 71 10 79 39 66 81  4 41 78  5 24  2 42 65 26 27 80 12 35 72 32
  3 64 36  9 13 19 37 25 22 18  6 30 40 51  7 29 28 43 54 16 44 21 50  8
 20 17 47 52 45 55 46 53 48 49]"
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 7, 'sample_strat': 'center'}",500p.text_overflow_1_1,3,5,13,24,55,38.0609756097561,34.5,"[[67 58 57 ... 32 50 55]
 [58 67 57 ... 50 53 55]
 [58 67 38 ... 53 32 55]
 ...
 [58 67 57 ... 49 54 55]
 [67 58 57 ... 49 54 55]
 [67 58 57 ... 53 54 55]]","[[16 13 32 ... 34 48 46]
 [14  7 19 ... 13 29 25]
 [13 10 28 ... 42 53 49]
 ...
 [11  4 12 ... 23 28 22]
 [14  6 18 ... 31 37 24]
 [ 8  5 19 ... 10 31 24]]","[16  7 28 33 30 48 56 60 71 41 27 18 46 39 16 12 71 76 56 49 71 67 52 16
 35 50 35 31 59 70 58 22 37 11 10 31 38 48 12 28 61 30 31 52 69 75 76 73
 75 80 70 57 70 77 66 79  8  3  0  7  9  1  9  0 41 41 20  0  5 11 22 25
 33 21 11  8  8 16 34 23 37 24]","[63 58 67 61 57 68 59  1 56 75 76 60 62 34 69 33 74 38 15 23  0 14 77 11
 66 73 70 31 79 81 71 10 39  2 41  4 27 42 35  3 72 78 26 24 80 32 36 13
  9 64 65 12  5 37 19 25 43 22 18  6 51 30 28  7 40 54 21 44 50 29 52 20
  8 16 47 45 48 17 46 53 55 49]"
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 7, 'sample_strat': 'start'}",500p.text_overflow_1_1,2,5,10,26,55,37.98780487804878,35.0,"[[67 58 57 ... 32 50 55]
 [58 67 57 ... 50 53 55]
 [58 67 38 ... 32 53 55]
 ...
 [58 67 57 ... 53 54 55]
 [67 58 57 ... 50 54 55]
 [67 58 57 ... 53 54 55]]","[[15 13 32 ... 34 48 44]
 [15 11 19 ... 21 43 35]
 [13 10 26 ... 42 52 46]
 ...
 [14  6 17 ... 24 35 26]
 [11  5 15 ... 36 39 29]
 [10  7 25 ... 20 41 31]]","[15 11 26 36 31 41 55 59 71 46 25 18 38 49 16 13 68 75 57 44 72 67 51 16
 33 45 35 27 62 63 58 22 38 10 10 28 36 50 13 28 57 30 34 63 68 75 76 73
 79 79 69 57 73 77 67 78  8  2  0  6 11  2 12  0 43 34 23  1  5  9 19 14
 35 22 15  7 15 17 26 24 39 31]","[58 63 67 57 61 68 59 75 56 69 34 33  1 60 62 38 15 71 76 74  0 23 14 77
 11 70 73 31 66 79 10 78  2 27 35 39 41 81  4 24 42 65 72 26 36  3 32 12
 80  5 64 19 25  9 13 37 22  6 18 40 51 30  7 28 29 43 21 54 44 16 50  8
 20 52 47 45 17 46 53 55 48 49]"
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 7, 'sample_strat': 'spread'}",500p.text_overflow_1_1,2,5,13,25,55,37.81707317073171,34.5,"[[67 58 57 ... 32 50 55]
 [58 67 57 ... 50 53 55]
 [58 67 57 ... 32 53 55]
 ...
 [58 67 57 ... 53 54 55]
 [67 58 57 ... 16 54 55]
 [67 58 57 ... 53 54 55]]","[[16 13 32 ... 36 51 47]
 [15 11 19 ... 18 41 34]
 [14 11 26 ... 42 52 48]
 ...
 [14  5 15 ... 21 34 27]
 [14  6 17 ... 26 31 23]
 [ 9  6 24 ... 15 33 28]]","[16 11 26 38 30 41 53 60 71 42 25 20 35 46 17 16 62 73 53 45 72 68 50 18
 33 48 35 39 63 59 56 22 45 11  9 31 42 52 11 32 57 31 30 57 68 75 76 73
 79 79 70 57 73 77 68 80  8  2  0  7  5  1  8  0 38 34 26  1  7 12 11 19
 37 23 15  9  9 17 24 21 31 28]","[58 63 61 67 57 60 59 68 56 62 76 34 75 38 70  1 33 69 74 15  0 14 77 23
 71 11 79 31 73 78 10 66  2 81 42  4 35 80 41 39 24 65 26 12 72 64  3 27
  5 36  9 19 32 13 25 22 37  6 18 30 40 51 43 29  7 16 28 54 44 21 50  8
 20 52 17 47 45 46 53 49 48 55]"
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 8, 'sample_strat': 'center'}",500p.text_overflow_1_1,2,5,10,23,54,37.96341463414634,33.5,"[[67 58 57 ... 53 50 55]
 [58 67 57 ... 50 53 55]
 [58 67 38 ... 32 53 55]
 ...
 [67 58 57 ... 49 54 55]
 [67 58 57 ... 16 54 55]
 [67 58 57 ... 53 54 55]]","[[15 13 32 ... 36 50 47]
 [15 12 20 ... 23 45 36]
 [13 10 26 ... 41 53 47]
 ...
 [12  5 13 ... 24 29 22]
 [16  6 19 ... 32 37 27]
 [ 8  5 19 ... 10 31 24]]","[15 12 26 32 30 43 55 61 70 43 23 22 40 45 14 12 67 76 55 50 72 67 52 16
 33 50 35 34 63 66 57 23 38 10  7 31 37 45 12 28 61 31 31 60 69 75 76 73
 77 79 69 57 74 77 63 79  8  3  0  7 10  2 12  0 42 29 23  1  6  6 20 23
 33 21 13 14 13 18 24 24 37 24]","[58 63 67 61 57 68 69 34 59 56 60 33 62  1 38 15 76 74 75 14  0 23 77 70
 73 11 10 71 66 31 78 79 81  2 39 65  4 35 42 41  3 72 24 27 26 36 80 32
 12 64  5  9 37 13 25 19 22 18  6 30 51 43 40  7 28 54 29 16 21 50 44  8
 20 47 52 45 17 46 53 48 49 55]"
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 8, 'sample_strat': 'start'}",500p.text_overflow_1_1,2,5,12,26,55,37.79268292682927,34.5,"[[67 58 57 ... 53 50 55]
 [58 67 57 ... 50 53 55]
 [58 67 38 ... 32 53 55]
 ...
 [58 67 57 ... 53 54 55]
 [67 58 57 ... 49 54 55]
 [67 58 57 ... 53 54 55]]","[[15 13 32 ... 34 48 47]
 [15 11 19 ... 18 40 34]
 [13 10 26 ... 42 53 48]
 ...
 [14  6 15 ... 21 34 26]
 [13  6 16 ... 35 38 26]
 [10  7 25 ... 20 41 31]]","[15 11 26 35 34 42 56 60 71 42 25 18 38 50 16 11 66 75 56 45 72 67 51 17
 32 44 35 28 62 64 57 23 39  9  7 30 35 47 12 28 57 31 33 62 69 75 76 73
 79 79 69 57 74 77 67 79  8  2  0  7 10  2 13  0 43 28 23  1  7  9 16 17
 36 20 15  7 14 17 24 21 38 31]","[58 63 67 57 61 34 75 59 68 56 33 69 60  1 15 38 62 76 74  0 70 14 77 71
 23 11 73 79 66 31 78 10  2 39 27 65 35 41 81 24 42  4 36  3 26 72 80 12
 32  5  9 64 25 19 37 13 22 18  6 40 30 51  7 28 43 29 16 21 54 50 44  8
 20 47 52 17 45 46 53 49 48 55]"
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 8, 'sample_strat': 'spread'}",500p.text_overflow_1_1,2,5,12,24,55,38.26829268292683,35.5,"[[58 67 57 ... 32 50 55]
 [58 67 57 ... 50 53 55]
 [67 58 38 ... 50 32 55]
 ...
 [58 67 57 ... 53 54 55]
 [67 58 57 ... 16 54 55]
 [67 58 57 ... 53 54 55]]","[[15 13 30 ... 33 48 47]
 [14 11 18 ... 24 47 36]
 [15 13 30 ... 49 58 52]
 ...
 [14  5 15 ... 23 34 26]
 [16  8 18 ... 32 36 24]
 [ 9  6 24 ... 15 33 28]]","[15 11 30 38 27 39 57 60 71 43 24 22 43 49 16 14 65 75 55 45 72 67 53 18
 33 51 35 37 65 60 56 22 38 10  9 32 39 48 13 31 57 31 33 58 68 75 76 73
 78 79 70 57 71 77 67 78  8  2  0  7  9  1  9  0 45 34 24  2  6 11 14 23
 40 22 14  9 10 16 27 23 36 28]","[58 63 61 57 67 68 59 56 34 75 60 62 33 76 69  1 38 15 70 74  0 14 77 23
 73 31 11 79 71 10 66  4 78 81  2 39 41 35 24 42 65 26 80 27 32  3 36  5
 72 12  9 19 64 37 13 25 22 18 30 40  6 51 43 29  7 16 28 54 21 44 50 52
  8 20 47 45 17 46 53 55 48 49]"
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 9, 'sample_strat': 'center'}",500p.text_overflow_1_1,3,5,13,25,55,37.58536585365854,33.5,"[[67 58 57 ... 50 53 55]
 [58 67 57 ... 50 53 55]
 [58 67 38 ... 50 32 55]
 ...
 [58 67 57 ... 53 54 55]
 [67 58 57 ... 16 54 55]
 [67 58 57 ... 53 54 55]]","[[15 14 28 ... 33 48 42]
 [13  8 19 ... 17 36 29]
 [12  9 23 ... 39 53 49]
 ...
 [11  6 14 ... 20 28 23]
 [16  7 17 ... 26 31 22]
 [ 8  5 19 ... 10 31 24]]","[15  8 23 31 26 45 57 60 70 40 26 18 43 40 16 11 71 76 54 45 71 67 53 17
 34 50 35 37 59 64 57 22 38 11  9 32 36 47 12 28 61 33 32 57 67 75 76 73
 78 79 70 57 73 77 67 79  8  3  0  7  9  1  9  0 37 31 21  0  7 10 17 21
 34 23 13 12  8 15 31 20 31 24]","[58 67 63 61 57 59 68 56 76  1 62 60 34 69 33 15 38 75 74  0 77 14 70 23
 11 79 71 66 31 73  2 81  4 10 39  3 78 80 65 35 42 41 72 24 26 36 27 64
 32  9 13 12  5 19 37 25 22 18 43 51 30  6 28  7 40 29 21 54 44 50  8 16
 20 47 52 45 46 17 53 48 55 49]"
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 9, 'sample_strat': 'start'}",500p.text_overflow_1_1,2,5,10,24,55,37.9390243902439,34.5,"[[67 58 57 ... 32 50 55]
 [58 67 57 ... 50 53 55]
 [58 67 38 ... 32 53 55]
 ...
 [58 67 57 ... 53 54 55]
 [67 58 57 ... 16 54 55]
 [67 58 57 ... 53 54 55]]","[[15 13 32 ... 35 49 47]
 [15 11 18 ... 19 41 34]
 [13 10 26 ... 41 54 48]
 ...
 [13  5 15 ... 22 34 26]
 [16  6 17 ... 34 37 25]
 [10  7 25 ... 20 41 31]]","[15 11 26 33 31 43 57 61 71 42 24 22 38 50 16 12 66 75 56 45 72 66 51 17
 33 47 35 37 63 64 57 23 38 10  7 30 36 46 13 28 57 31 34 61 68 75 76 73
 79 79 69 57 74 77 62 79  8  2  0  7 10  2 11  0 41 26 24  1  6  7 15 23
 36 21 15 11 13 18 24 22 37 31]","[58 63 67 57 61 68 34 59 69 56 33 60  1 75 62 15 38 76 70 74  0 14 23 77
 73 79 11 71 31 10 66 78  2 65 39 35 41 81  4  3 24 42 26 72 36 80 27 32
 12 64  9  5 19 37 25 13 22 18 40 30 51  6 43  7 54 28 29 16 21 44 50  8
 20 47 52 17 45 46 53 55 49 48]"
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 9, 'sample_strat': 'spread'}",500p.text_overflow_1_1,2,5,12,24,56,38.08536585365854,35.0,"[[67 58 57 ... 32 50 55]
 [67 58 57 ... 53 32 55]
 [67 58 38 ... 50 32 55]
 ...
 [58 67 57 ... 53 54 55]
 [67 58 57 ... 16 54 55]
 [67 58 57 ... 53 54 55]]","[[15 13 28 ... 34 49 46]
 [15 10 22 ... 28 47 41]
 [15 12 29 ... 48 56 51]
 ...
 [14  5 15 ... 23 34 26]
 [15  8 18 ... 32 36 26]
 [ 9  6 24 ... 15 33 28]]","[15 10 29 37 28 43 56 61 71 41 24 21 42 47 17 13 67 73 60 46 71 67 53 18
 34 47 35 39 62 63 57 22 37  9 10 34 39 44 13 28 57 31 34 62 66 75 76 73
 79 79 72 57 71 77 64 79  8  2  0  7  7  1  8  0 34 32 26  1  5 10 16 22
 38 23 15  9 10 15 30 23 36 28]","[58 63 67 61 57 68 59 60 56 62 75 33 34 76 69  1 38 15  0 74 77 70 14 23
 11 71 31 73 79 10 66 39 81  4  2 78 41 65 42 35 64 24 26 80  3 32 72 36
 27  9 12  5 37 19 13 25 22  6 30 40 51 18  7 28 43 29 54 44 16 21  8 52
 20 50 47 17 45 46 53 49 55 48]"
